cancel_id,user_id,subscription_id,cancel_date,cancel_reason,churn_type
446,5129,1309,2024-11-15,Record director seven miss decision fund.,voluntary
447,1851,1312,2024-02-08,Along information best beat particular seat rich.,voluntary
448,3647,1313,2023-11-09,Father college really foot case guess last.,involuntary
449,4219,1314,2024-01-16,Feel agreement remain group stock only food process.,involuntary
450,4366,1321,2023-12-12,About yeah room old nice.,voluntary
451,5235,1326,2024-03-06,Pressure million stage population.,voluntary
452,3205,1328,2024-12-13,Tax often would ready international.,voluntary
453,9246,1330,2025-01-16,Measure part reason.,voluntary
454,1055,1332,2024-07-09,Carry state box my may cover west.,voluntary
455,8646,1334,2023-12-16,Friend few only bad almost soon different nation.,involuntary
456,6439,1335,2025-10-09,Explain despite far order position activity.,involuntary
457,1706,1336,2024-06-01,Tell face course national color drop.,involuntary
458,2807,1343,2024-04-10,Air building almost maybe really.,involuntary
459,1137,1351,2025-04-27,Total magazine tax top write certain.,involuntary
460,7044,1352,2023-12-17,More nice kid oil mind laugh modern.,voluntary
461,1085,1353,2025-01-23,Letter never attention.,voluntary
462,781,1359,2024-09-19,Business discuss fill old citizen store.,voluntary
463,494,1367,2026-04-20,Data phone heavy purpose enter.,involuntary
464,6495,1368,2023-12-30,Magazine difference skin president change former religious.,voluntary
465,4076,1371,2023-08-10,Thus someone nation black policy.,involuntary
466,310,1373,2024-01-15,Main month learn time this voice.,voluntary
467,502,1375,2025-07-30,Ahead any learn fine but concern leg.,involuntary
468,5394,1377,2026-01-30,Will scientist security special.,involuntary
469,59,1380,2024-09-19,President agency cup.,involuntary
470,1898,1394,2023-09-14,Early process tax.,involuntary
471,7586,1396,2025-06-09,Foot better play morning develop evidence fill.,involuntary
472,662,1397,2025-06-12,Manage single mean within dream tree worry.,involuntary
473,8906,1401,2024-04-17,To part field.,voluntary
474,2151,1402,2025-03-03,Population run contain mean fast identify.,voluntary
475,6665,1406,2024-11-08,Letter who cold task.,voluntary
476,5005,1409,2023-09-29,Base now decide.,voluntary
477,2340,1410,2025-06-24,Manager yourself box purpose rate early ability.,involuntary
478,1906,1415,2025-04-19,Here support worry seem event economy manage explain.,involuntary
479,128,1417,2024-12-09,Beautiful cover upon candidate impact.,voluntary
480,67,1431,2025-02-19,Everything religious air within.,voluntary
481,9624,1432,2024-09-01,Expect from member guy number task sister.,voluntary
482,5123,1433,2023-12-09,Whose sea win western early within face.,voluntary
483,4541,1434,2024-01-01,Whole former clear.,involuntary
484,5626,1437,2024-01-11,Spring story good nice.,involuntary
485,8450,1441,2024-10-20,Represent weight expect arm talk.,involuntary
486,9929,1442,2024-12-18,Specific health part this present treat nothing.,voluntary
487,3654,1444,2025-06-10,Recently reach system class attack he.,involuntary
488,6827,1445,2025-11-16,Summer beautiful until practice those concern.,voluntary
489,5024,1447,2025-03-31,Later area attack design seek because owner.,voluntary
490,1604,1449,2025-02-18,Six decade use only measure know respond.,involuntary
491,6356,1450,2023-12-11,Foreign upon weight chair inside.,involuntary
492,419,1451,2025-03-22,Who study spend.,involuntary
493,8321,1452,2026-05-05,Investment war up idea eye prove.,involuntary
494,3234,1454,2025-12-06,Tree also major.,voluntary
495,224,1455,2024-01-30,Voice have of choose doctor.,voluntary
496,4026,1464,2023-10-08,Because natural on first become.,voluntary
497,5849,1467,2025-01-02,Same will able especially current away.,involuntary
498,671,1469,2024-07-23,Pressure help cell sing.,involuntary
499,4121,1470,2025-02-17,Whom wide through exactly I.,involuntary
500,9783,1474,2024-02-07,Figure respond garden guy finish as environment.,voluntary
501,3881,1478,2026-05-18,Campaign everybody cell five across.,voluntary
502,6328,1479,2024-11-12,Hair seem as growth soldier truth late.,voluntary
503,72,1481,2025-04-28,Team to rather institution what he.,voluntary
504,5454,1484,2023-11-15,Successful game pressure work set.,voluntary
505,3803,1486,2025-04-20,Age direction check able now positive reduce.,voluntary
506,6717,1487,2025-05-08,Simple agency follow order reality.,voluntary
507,2916,1489,2026-06-05,Last star up serve clear between nearly.,voluntary
508,9267,1490,2023-10-10,House bed appear think land item customer.,voluntary
509,383,1494,2025-01-12,Clear million war.,voluntary
510,7574,1496,2023-12-03,That rest popular upon gas half.,voluntary
511,3395,1498,2025-02-17,Baby story often near standard traditional people.,involuntary
512,5069,1499,2025-12-30,Price citizen enter hundred.,involuntary
513,7439,1511,2023-09-12,Clearly dog remain ground building general ahead.,involuntary
514,8971,1514,2023-11-08,Each education institution door media must according myself.,involuntary
515,2743,1517,2025-07-23,More common machine.,involuntary
516,4239,1518,2023-12-17,Summer receive issue American.,voluntary
517,4212,1523,2024-12-27,Become itself trip indeed.,voluntary
518,7632,1525,2024-09-12,Build say assume safe true environment have lead.,voluntary
519,7234,1527,2025-02-05,Positive court owner skill then street military thing.,involuntary
520,5212,1528,2025-06-04,Affect someone make history wonder.,involuntary
521,8942,1531,2024-03-20,Nature issue stock past agree.,involuntary
522,6188,1534,2024-04-13,Floor try upon prevent bill.,voluntary
523,6577,1539,2023-08-15,School event purpose better should.,voluntary
524,8429,1549,2024-12-12,Couple talk there according.,voluntary
525,4670,1553,2023-09-09,Course PM safe research time wrong difficult.,voluntary
526,7253,1555,2026-03-20,Professor peace majority thing local choose.,involuntary
527,2485,1556,2025-09-14,Investment within arrive soldier.,voluntary
528,1364,1557,2025-02-22,Will fly garden where growth lawyer.,involuntary
529,2821,1565,2024-12-19,Cause total put maybe others value manager.,voluntary
530,3770,1568,2025-11-11,Offer woman investment hot movement want.,involuntary
531,5067,1570,2024-07-30,Cut many firm black network by purpose.,involuntary
532,6627,1573,2024-10-15,Market seek dream them.,involuntary
533,7514,1576,2025-02-20,Good reduce huge score situation growth.,voluntary
534,6943,1577,2023-11-15,Sport community raise material.,involuntary
535,8687,1579,2024-08-16,Financial cultural foot line new range.,involuntary
536,6406,1582,2026-02-26,Five issue prevent majority.,involuntary
537,740,1586,2025-09-21,His research democratic method miss now rest.,involuntary
538,2560,1601,2024-05-12,Language born wait range tonight.,involuntary
539,2200,1603,2025-01-25,Number ball feeling good task difficult.,involuntary
540,9991,1606,2024-06-01,But enjoy member poor role.,voluntary
541,8845,1608,2024-06-29,Several statement major campaign.,involuntary
542,7774,1612,2024-11-13,Measure bill size here feel three.,involuntary
543,8177,1614,2024-05-27,Character lot describe reduce age boy medical.,involuntary
544,5639,1615,2024-07-16,Customer reason cold budget them value face only.,involuntary
545,8877,1617,2025-05-08,Activity after man task.,involuntary
546,5418,1618,2024-10-01,Would without environmental meet camera Democrat stock.,voluntary
547,8401,1619,2024-05-29,Until all official light discuss focus next over.,involuntary
548,9524,1622,2024-10-09,Suffer management stay require.,involuntary
549,7127,1624,2024-11-13,Quality citizen must good toward away.,involuntary
550,1049,1625,2025-10-14,Laugh discussion but lose drive image.,involuntary
551,2510,1627,2025-07-24,Know side pretty amount hotel speech money exactly.,voluntary
552,7841,1628,2025-09-01,Rich movie civil once pressure why in available.,voluntary
553,7625,1632,2025-01-21,Kid live way debate anything create.,involuntary
554,4135,1633,2024-07-14,Happy final bank network identify often rather suffer.,involuntary
555,2152,1635,2024-12-08,Chance standard law toward movie decade raise.,involuntary
556,2654,1639,2024-05-11,You best national store during.,voluntary
557,8907,1642,2024-09-08,Adult see trade beautiful relationship dream PM choice.,voluntary
558,5226,1645,2024-10-14,Move decade improve.,voluntary
559,8367,1646,2025-03-18,Take help continue me.,voluntary
560,3796,1647,2024-01-27,Eye do beautiful ask administration measure can thank.,voluntary
561,9028,1649,2026-04-19,Store image as economic write news rather.,involuntary
562,8574,1651,2024-12-05,Long politics billion myself think wrong.,voluntary
563,7152,1661,2023-09-26,Line notice give popular president system.,voluntary
564,104,1666,2025-04-29,Close structure tonight.,involuntary
565,9193,1667,2024-10-29,Pass another daughter politics kitchen step.,involuntary
566,1311,1668,2024-08-20,None run north image his.,voluntary
567,6034,1671,2025-05-19,Again attention lead example student nation decade.,involuntary
568,599,1674,2024-05-08,Under author kind property her degree whom animal.,involuntary
569,2074,1678,2024-01-09,Company really act resource management push simple.,involuntary
570,372,1679,2025-01-23,Believe candidate office.,voluntary
571,685,1680,2024-09-20,Summer evidence member.,involuntary
572,5607,1681,2023-09-05,Computer between natural degree statement good level.,voluntary
573,7371,1683,2025-03-06,Listen tell as.,voluntary
574,1709,1684,2024-11-09,Adult establish low run score cause common these.,voluntary
575,9141,1685,2025-05-30,Might specific Mrs.,voluntary
576,9565,1686,2024-03-07,Past prevent guess.,voluntary
577,7541,1687,2025-02-22,Less exist music someone.,involuntary
578,6228,1688,2025-04-24,Important camera yet movie information each you.,involuntary
579,1156,1692,2025-01-28,Phone others as head eat.,involuntary
580,8919,1693,2025-09-20,Minute what word wide article career support plan.,involuntary
581,3919,1696,2026-01-05,Yeah resource hundred thought.,involuntary
582,6910,1698,2024-10-02,Attorney enjoy kid yard series drug.,voluntary
583,8267,1703,2023-10-13,Decide range hotel industry just.,voluntary
584,5831,1705,2025-04-24,Price price plan training sometimes account drive.,voluntary
585,2119,1710,2025-05-18,Entire measure receive.,voluntary
586,7070,1713,2025-04-10,Fly care somebody image.,voluntary
587,9526,1714,2026-06-21,Person hotel east.,voluntary
588,6337,1718,2025-01-18,Stay gun reason gas part site dark.,voluntary
589,1880,1719,2024-07-25,Political too thought car statement open white part.,involuntary
590,6013,1722,2024-05-02,Reality too dog why despite easy.,voluntary
591,4905,1726,2024-05-22,Significant attorney each determine also brother difference sport.,involuntary
592,3351,1728,2025-03-10,Population article budget measure live movement answer.,involuntary
593,6320,1729,2025-03-18,Near sort at they.,voluntary
594,3318,1730,2023-08-10,Word while environment because form true high share.,voluntary
595,2833,1734,2024-11-17,Enough will specific capital.,involuntary
596,1451,1737,2025-08-20,There under mention fast plant budget.,voluntary
597,3878,1742,2024-11-15,Use as keep garden young specific news.,voluntary
598,4958,1745,2025-10-09,Stay second both still include usually.,involuntary
599,8231,1746,2025-09-06,Thousand such base leave to our action.,involuntary
600,7085,1748,2025-06-15,Message wind ready whom arrive choose blue.,involuntary
601,3042,1750,2024-09-29,New commercial book too and sell treatment.,voluntary
602,6224,1758,2025-04-25,Energy attorney thank significant where.,voluntary
603,7247,1763,2025-05-13,Company available none author.,voluntary
604,6533,1764,2024-09-15,Place of cause.,voluntary
605,1887,1767,2024-11-05,Themselves particularly country ability usually room the.,involuntary
606,376,1770,2024-06-13,Use each chance cultural.,voluntary
607,991,1782,2024-03-07,Professor appear subject check data.,voluntary
608,7557,1787,2023-12-08,Receive clear center across home case establish.,voluntary
609,6656,1793,2023-10-27,Where score if against especially talk range.,voluntary
610,2804,1795,2025-05-13,School economy real participant player whole option.,involuntary
611,6895,1802,2024-03-05,Less one parent against.,involuntary
612,8510,1803,2024-06-21,Today another wide cost student.,voluntary
613,3857,1808,2024-12-10,Similar she return you.,voluntary
614,5966,1809,2025-11-06,Lead close quite make.,voluntary
615,1731,1814,2024-07-09,Degree moment recently majority first kitchen.,voluntary
616,2764,1815,2024-08-01,Avoid cost my.,voluntary
617,6548,1816,2024-10-28,Already upon travel general fall central act smile.,involuntary
618,4414,1819,2024-05-11,What who dinner certainly enough draw.,involuntary
619,6214,1822,2025-06-26,Threat computer last anyone piece first sign.,voluntary
620,363,1827,2024-08-02,Front down provide score evening.,voluntary
621,4418,1828,2025-04-07,Style career job view author.,voluntary
622,8190,1831,2024-08-31,Structure consider allow product.,voluntary
